gene_symbol	route	accessibility_status	source
FAM9C	unknown	UNKNOWN	local_default
FAN1	unknown	UNKNOWN	local_default
FANCA	unknown	UNKNOWN	local_default
FANCB	unknown	UNKNOWN	local_default
FANCC	unknown	UNKNOWN	local_default
FANCD2	unknown	UNKNOWN	local_default
FANCD2OS	unknown	UNKNOWN	local_default
FANCE	unknown	UNKNOWN	local_default
FANCF	unknown	UNKNOWN	local_default
FANCG	unknown	UNKNOWN	local_default
FANCI	unknown	UNKNOWN	local_default
FANCL	unknown	UNKNOWN	local_default
FANCM	unknown	UNKNOWN	local_default
FANK1	unknown	UNKNOWN	local_default
FAP	unknown	UNKNOWN	local_default
FAR1	unknown	UNKNOWN	local_default
FAR2	unknown	UNKNOWN	local_default
FAR2-AS1	unknown	UNKNOWN	local_default
FAR2P1	unknown	UNKNOWN	local_default
FARP1	unknown	UNKNOWN	local_default
FARP2	unknown	UNKNOWN	local_default
FARS2	unknown	UNKNOWN	local_default
FARSA	unknown	UNKNOWN	local_default
FARSB	unknown	UNKNOWN	local_default
FAS	unknown	UNKNOWN	local_default
FASLG	unknown	UNKNOWN	local_default
FASN	unknown	UNKNOWN	local_default
FASTK	unknown	UNKNOWN	local_default
FASTKD1	unknown	UNKNOWN	local_default
FASTKD2	unknown	UNKNOWN	local_default
FASTKD3	unknown	UNKNOWN	local_default
FASTKD5	unknown	UNKNOWN	local_default
FAT1	unknown	UNKNOWN	local_default
FAT2	unknown	UNKNOWN	local_default
FAT3	unknown	UNKNOWN	local_default
FAT4	unknown	UNKNOWN	local_default
FATE1	unknown	UNKNOWN	local_default
FAU	unknown	UNKNOWN	local_default
FAUP4	unknown	UNKNOWN	local_default
FAXC	unknown	UNKNOWN	local_default
FAXDC2	unknown	UNKNOWN	local_default
FBF1	unknown	UNKNOWN	local_default
FBH1	unknown	UNKNOWN	local_default
FBL	unknown	UNKNOWN	local_default
FBLIM1	unknown	UNKNOWN	local_default
FBLL1	unknown	UNKNOWN	local_default
FBLN1	unknown	UNKNOWN	local_default
FBLN2	unknown	UNKNOWN	local_default
FBLN5	unknown	UNKNOWN	local_default
FBLN7	unknown	UNKNOWN	local_default
FBN1	unknown	UNKNOWN	local_default
FBN2	unknown	UNKNOWN	local_default
FBN3	unknown	UNKNOWN	local_default
FBP1	unknown	UNKNOWN	local_default
FBP2	unknown	UNKNOWN	local_default
FBRS	unknown	UNKNOWN	local_default
FBRSL1	unknown	UNKNOWN	local_default
FBXL12	unknown	UNKNOWN	local_default
FBXL13	unknown	UNKNOWN	local_default
FBXL14	unknown	UNKNOWN	local_default
FBXL15	unknown	UNKNOWN	local_default
FBXL16	unknown	UNKNOWN	local_default
FBXL17	unknown	UNKNOWN	local_default
FBXL18	unknown	UNKNOWN	local_default
FBXL19	unknown	UNKNOWN	local_default
FBXL19-AS1	unknown	UNKNOWN	local_default
FBXL2	unknown	UNKNOWN	local_default
FBXL20	unknown	UNKNOWN	local_default
FBXL21	unknown	UNKNOWN	local_default
FBXL22	unknown	UNKNOWN	local_default
FBXL3	unknown	UNKNOWN	local_default
FBXL4	unknown	UNKNOWN	local_default
FBXL5	unknown	UNKNOWN	local_default
FBXL6	unknown	UNKNOWN	local_default
FBXL7	unknown	UNKNOWN	local_default
FBXL8	unknown	UNKNOWN	local_default
FBXL9P	unknown	UNKNOWN	local_default
FBXO10	unknown	UNKNOWN	local_default
FBXO11	unknown	UNKNOWN	local_default
FBXO15	unknown	UNKNOWN	local_default
FBXO16	unknown	UNKNOWN	local_default
FBXO17	unknown	UNKNOWN	local_default
FBXO18	unknown	UNKNOWN	local_default
FBXO2	unknown	UNKNOWN	local_default
FBXO21	unknown	UNKNOWN	local_default
FBXO22	unknown	UNKNOWN	local_default
FBXO24	unknown	UNKNOWN	local_default
FBXO25	unknown	UNKNOWN	local_default
FBXO27	unknown	UNKNOWN	local_default
FBXO28	unknown	UNKNOWN	local_default
FBXO3	unknown	UNKNOWN	local_default
FBXO30	unknown	UNKNOWN	local_default
FBXO31	unknown	UNKNOWN	local_default
FBXO32	unknown	UNKNOWN	local_default
FBXO33	unknown	UNKNOWN	local_default
FBXO34	unknown	UNKNOWN	local_default
FBXO36	unknown	UNKNOWN	local_default
FBXO38	unknown	UNKNOWN	local_default
FBXO39	unknown	UNKNOWN	local_default
FBXO4	unknown	UNKNOWN	local_default
FBXO40	unknown	UNKNOWN	local_default
FBXO41	unknown	UNKNOWN	local_default
FBXO42	unknown	UNKNOWN	local_default
FBXO43	unknown	UNKNOWN	local_default
FBXO44	unknown	UNKNOWN	local_default
FBXO45	unknown	UNKNOWN	local_default
FBXO46	unknown	UNKNOWN	local_default
FBXO47	unknown	UNKNOWN	local_default
FBXO48	unknown	UNKNOWN	local_default
FBXO5	unknown	UNKNOWN	local_default
FBXO6	unknown	UNKNOWN	local_default
FBXO7	unknown	UNKNOWN	local_default
FBXO8	unknown	UNKNOWN	local_default
FBXO9	unknown	UNKNOWN	local_default
FBXW10B	unknown	UNKNOWN	local_default
FBXW11	unknown	UNKNOWN	local_default
FBXW11P1	unknown	UNKNOWN	local_default
FBXW12	unknown	UNKNOWN	local_default
FBXW2	unknown	UNKNOWN	local_default
FBXW4	unknown	UNKNOWN	local_default
FBXW4P1	unknown	UNKNOWN	local_default
FBXW5	unknown	UNKNOWN	local_default
FBXW7	unknown	UNKNOWN	local_default
FBXW7-AS1	unknown	UNKNOWN	local_default
FBXW8	unknown	UNKNOWN	local_default
FBXW9	unknown	UNKNOWN	local_default
FCAMR	unknown	UNKNOWN	local_default
FCAR	unknown	UNKNOWN	local_default
FCER1A	unknown	UNKNOWN	local_default
FCER1G	unknown	UNKNOWN	local_default
FCER2	unknown	UNKNOWN	local_default
FCF1	unknown	UNKNOWN	local_default
FCGBP	unknown	UNKNOWN	local_default
FCGR2A	unknown	UNKNOWN	local_default
FCGR2B	unknown	UNKNOWN	local_default
FCGR3A	unknown	UNKNOWN	local_default
FCGRT	unknown	UNKNOWN	local_default
FCHO1	unknown	UNKNOWN	local_default
FCHO2	unknown	UNKNOWN	local_default
FCHSD1	unknown	UNKNOWN	local_default
FCHSD2	unknown	UNKNOWN	local_default
FCMR	unknown	UNKNOWN	local_default
FCN1	unknown	UNKNOWN	local_default
FCN2	unknown	UNKNOWN	local_default
FCN3	unknown	UNKNOWN	local_default
FCRL1	unknown	UNKNOWN	local_default
FCRL2	unknown	UNKNOWN	local_default
FCRL3	unknown	UNKNOWN	local_default
FCRL4	unknown	UNKNOWN	local_default
FCRL5	unknown	UNKNOWN	local_default
FCRL6	unknown	UNKNOWN	local_default
FCRLA	unknown	UNKNOWN	local_default
FCRLB	unknown	UNKNOWN	local_default
FCSK	unknown	UNKNOWN	local_default
FDCSP	unknown	UNKNOWN	local_default
FDFT1	unknown	UNKNOWN	local_default
FDPS	unknown	UNKNOWN	local_default
FDPSP3	unknown	UNKNOWN	local_default
FDPSP7	unknown	UNKNOWN	local_default
FDPSP8	unknown	UNKNOWN	local_default
FDX1	unknown	UNKNOWN	local_default
FDX1L	unknown	UNKNOWN	local_default
FDX2	unknown	UNKNOWN	local_default
FDXACB1	unknown	UNKNOWN	local_default
FDXR	unknown	UNKNOWN	local_default
FECH	unknown	UNKNOWN	local_default
FEM1A	unknown	UNKNOWN	local_default
FEM1B	unknown	UNKNOWN	local_default
FEM1C	unknown	UNKNOWN	local_default
FEN1	unknown	UNKNOWN	local_default
FER	unknown	UNKNOWN	local_default
FER1L4	unknown	UNKNOWN	local_default
FER1L5	unknown	UNKNOWN	local_default
FER1L6	unknown	UNKNOWN	local_default
FER1L6-AS1	unknown	UNKNOWN	local_default
FER1L6-AS2	unknown	UNKNOWN	local_default
FERD3L	unknown	UNKNOWN	local_default
FERMT1	unknown	UNKNOWN	local_default
FERMT2	unknown	UNKNOWN	local_default
FERMT3	unknown	UNKNOWN	local_default
FERP1	unknown	UNKNOWN	local_default
FERRY3	unknown	UNKNOWN	local_default
FES	unknown	UNKNOWN	local_default
FETUB	unknown	UNKNOWN	local_default
FEV	unknown	UNKNOWN	local_default
FEZ1	unknown	UNKNOWN	local_default
FEZ2	unknown	UNKNOWN	local_default
FEZF1	unknown	UNKNOWN	local_default
FEZF2	unknown	UNKNOWN	local_default
FFAR1	unknown	UNKNOWN	local_default
FFAR2	unknown	UNKNOWN	local_default
FFAR3	unknown	UNKNOWN	local_default
FFAR4	unknown	UNKNOWN	local_default
FGA	unknown	UNKNOWN	local_default
FGB	unknown	UNKNOWN	local_default
FGD1	unknown	UNKNOWN	local_default
FGD2	unknown	UNKNOWN	local_default
FGD3	unknown	UNKNOWN	local_default
FGD4	unknown	UNKNOWN	local_default
FGD5	unknown	UNKNOWN	local_default
FGD5-AS1	unknown	UNKNOWN	local_default
FGD6	unknown	UNKNOWN	local_default
FGF1	unknown	UNKNOWN	local_default
FGF10	unknown	UNKNOWN	local_default
FGF11	unknown	UNKNOWN	local_default
FGF12	unknown	UNKNOWN	local_default
FGF13	unknown	UNKNOWN	local_default
FGF14	unknown	UNKNOWN	local_default
FGF16	unknown	UNKNOWN	local_default
FGF17	unknown	UNKNOWN	local_default
FGF18	unknown	UNKNOWN	local_default
FGF19	unknown	UNKNOWN	local_default
FGF2	unknown	UNKNOWN	local_default
FGF20	unknown	UNKNOWN	local_default
FGF21	unknown	UNKNOWN	local_default
FGF22	unknown	UNKNOWN	local_default
FGF23	unknown	UNKNOWN	local_default
FGF3	unknown	UNKNOWN	local_default
FGF4	unknown	UNKNOWN	local_default
FGF5	unknown	UNKNOWN	local_default
FGF6	unknown	UNKNOWN	local_default
FGF7	unknown	UNKNOWN	local_default
FGF7P3	unknown	UNKNOWN	local_default
FGF8	unknown	UNKNOWN	local_default
FGF9	unknown	UNKNOWN	local_default
FGFBP1	unknown	UNKNOWN	local_default
FGFBP2	unknown	UNKNOWN	local_default
FGFBP3	unknown	UNKNOWN	local_default
FGFBP3-AS1	unknown	UNKNOWN	local_default
FGFR1	unknown	UNKNOWN	local_default
FGFR1OP	unknown	UNKNOWN	local_default
FGFR1OP2	unknown	UNKNOWN	local_default
FGFR2	unknown	UNKNOWN	local_default
FGFR3	unknown	UNKNOWN	local_default
FGFR4	unknown	UNKNOWN	local_default
FGFRL1	unknown	UNKNOWN	local_default
FGG	unknown	UNKNOWN	local_default
FGGY	unknown	UNKNOWN	local_default
FGL1	unknown	UNKNOWN	local_default
FGL2	unknown	UNKNOWN	local_default
FGR	unknown	UNKNOWN	local_default
FH	unknown	UNKNOWN	local_default
FHAD1	unknown	UNKNOWN	local_default
FHDC1	unknown	UNKNOWN	local_default
FHIP1A	unknown	UNKNOWN	local_default
FHIP1B	unknown	UNKNOWN	local_default
FHIP2A	unknown	UNKNOWN	local_default
FHIP2B	unknown	UNKNOWN	local_default
FHIT	unknown	UNKNOWN	local_default
FHL1	unknown	UNKNOWN	local_default
FHL2	unknown	UNKNOWN	local_default
FHL3	unknown	UNKNOWN	local_default
FHL5	unknown	UNKNOWN	local_default
FHOD1	unknown	UNKNOWN	local_default
FHOD3	unknown	UNKNOWN	local_default
FHP1	unknown	UNKNOWN	local_default
FIBCD1	unknown	UNKNOWN	local_default
FIBIN	unknown	UNKNOWN	local_default
FIBP	unknown	UNKNOWN	local_default
FICD	unknown	UNKNOWN	local_default
FIG4	unknown	UNKNOWN	local_default
FIGLA	unknown	UNKNOWN	local_default
FIGN	unknown	UNKNOWN	local_default
FIGNL1	unknown	UNKNOWN	local_default
FIGNL2	unknown	UNKNOWN	local_default
FIGNL2-DT	unknown	UNKNOWN	local_default
FILIP1	unknown	UNKNOWN	local_default
FILIP1L	unknown	UNKNOWN	local_default
FIP1L1	unknown	UNKNOWN	local_default
FIRRE	unknown	UNKNOWN	local_default
FIRRM	unknown	UNKNOWN	local_default
FIS1	unknown	UNKNOWN	local_default
FITM1	unknown	UNKNOWN	local_default
FITM2	unknown	UNKNOWN	local_default
FIZ1	unknown	UNKNOWN	local_default
FJX1	unknown	UNKNOWN	local_default
FKBP10	unknown	UNKNOWN	local_default
FKBP11	unknown	UNKNOWN	local_default
FKBP14	unknown	UNKNOWN	local_default
FKBP15	unknown	UNKNOWN	local_default
FKBP1A	unknown	UNKNOWN	local_default
FKBP1B	unknown	UNKNOWN	local_default
FKBP1C	unknown	UNKNOWN	local_default
FKBP2	unknown	UNKNOWN	local_default
FKBP3	unknown	UNKNOWN	local_default
FKBP4	unknown	UNKNOWN	local_default
FKBP5	unknown	UNKNOWN	local_default
FKBP6	unknown	UNKNOWN	local_default
FKBP7	unknown	UNKNOWN	local_default
FKBP8	unknown	UNKNOWN	local_default
FKBP9	unknown	UNKNOWN	local_default
FKBP9P1	unknown	UNKNOWN	local_default
FKBPL	unknown	UNKNOWN	local_default
FKRP	unknown	UNKNOWN	local_default
FKTN	unknown	UNKNOWN	local_default
FKTN-AS1	unknown	UNKNOWN	local_default
FLACC1	unknown	UNKNOWN	local_default
FLAD1	unknown	UNKNOWN	local_default
FLCN	unknown	UNKNOWN	local_default
FLG	unknown	UNKNOWN	local_default
FLG2	unknown	UNKNOWN	local_default
FLI1	unknown	UNKNOWN	local_default
FLII	unknown	UNKNOWN	local_default
FLJ11710	unknown	UNKNOWN	local_default
FLJ13224	unknown	UNKNOWN	local_default
FLJ16171	unknown	UNKNOWN	local_default
FLJ16734	unknown	UNKNOWN	local_default
FLJ20712	unknown	UNKNOWN	local_default
FLJ25758	unknown	UNKNOWN	local_default
FLJ26850	unknown	UNKNOWN	local_default
FLJ30064	unknown	UNKNOWN	local_default
FLJ30679	unknown	UNKNOWN	local_default
FLJ31713	unknown	UNKNOWN	local_default
FLJ32154	unknown	UNKNOWN	local_default
FLJ32742	unknown	UNKNOWN	local_default
FLJ33360	unknown	UNKNOWN	local_default
FLJ33534	unknown	UNKNOWN	local_default
FLJ34503	unknown	UNKNOWN	local_default
FLJ35816	unknown	UNKNOWN	local_default
FLJ35934	unknown	UNKNOWN	local_default
FLJ36000	unknown	UNKNOWN	local_default
FLJ36840	unknown	UNKNOWN	local_default
FLJ37035	unknown	UNKNOWN	local_default
FLJ37201	unknown	UNKNOWN	local_default
FLJ37453	unknown	UNKNOWN	local_default
FLJ37786	unknown	UNKNOWN	local_default
FLJ38576	unknown	UNKNOWN	local_default
FLJ38773	unknown	UNKNOWN	local_default
FLJ40194	unknown	UNKNOWN	local_default
FLJ40288	unknown	UNKNOWN	local_default
FLJ40536	unknown	UNKNOWN	local_default
FLJ41327	unknown	UNKNOWN	local_default
FLJ42102	unknown	UNKNOWN	local_default
FLJ42220	unknown	UNKNOWN	local_default
FLJ42258	unknown	UNKNOWN	local_default
FLJ42393	unknown	UNKNOWN	local_default
FLJ42627	unknown	UNKNOWN	local_default
FLJ43879	unknown	UNKNOWN	local_default
FLJ44385	unknown	UNKNOWN	local_default
FLJ44477	unknown	UNKNOWN	local_default
FLJ44635	unknown	UNKNOWN	local_default
FLJ44674	unknown	UNKNOWN	local_default
FLJ44874	unknown	UNKNOWN	local_default
FLJ44896	unknown	UNKNOWN	local_default
FLJ45079	unknown	UNKNOWN	local_default
FLJ45950	unknown	UNKNOWN	local_default
FLJ46284	unknown	UNKNOWN	local_default
FLJ46365	unknown	UNKNOWN	local_default
FLJ46838	unknown	UNKNOWN	local_default
FLJ90680	unknown	UNKNOWN	local_default
FLNA	unknown	UNKNOWN	local_default
FLNB	unknown	UNKNOWN	local_default
FLNB-AS1	unknown	UNKNOWN	local_default
FLNC	unknown	UNKNOWN	local_default
FLNC-AS1	unknown	UNKNOWN	local_default
FLOT1	unknown	UNKNOWN	local_default
FLOT2	unknown	UNKNOWN	local_default
FLRT1	unknown	UNKNOWN	local_default
FLRT2	unknown	UNKNOWN	local_default
FLRT2-AS1	unknown	UNKNOWN	local_default
FLRT3	unknown	UNKNOWN	local_default
FLT1	surface	SUPPORTED	curated_local_v0
FLT3	unknown	UNKNOWN	local_default
FLT3LG	unknown	UNKNOWN	local_default
FLT4	unknown	UNKNOWN	local_default
FLVCR1	unknown	UNKNOWN	local_default
FLVCR1-AS1	unknown	UNKNOWN	local_default
FLVCR1-DT	unknown	UNKNOWN	local_default
FLVCR2	unknown	UNKNOWN	local_default
FLYWCH1	unknown	UNKNOWN	local_default
FLYWCH2	unknown	UNKNOWN	local_default
FMC1	unknown	UNKNOWN	local_default
FMN1	unknown	UNKNOWN	local_default
FMN2	unknown	UNKNOWN	local_default
FMNL1	unknown	UNKNOWN	local_default
FMNL1-AS1	unknown	UNKNOWN	local_default
FMNL2	unknown	UNKNOWN	local_default
FMNL3	unknown	UNKNOWN	local_default
FMO1	unknown	UNKNOWN	local_default
FMO2	unknown	UNKNOWN	local_default
FMO3	unknown	UNKNOWN	local_default
FMO4	unknown	UNKNOWN	local_default
FMO5	unknown	UNKNOWN	local_default
FMO6P	unknown	UNKNOWN	local_default
FMO9P	unknown	UNKNOWN	local_default
FMOD	unknown	UNKNOWN	local_default
FMR1	unknown	UNKNOWN	local_default
FMR1NB	unknown	UNKNOWN	local_default
FN1	unknown	UNKNOWN	local_default
FN3K	unknown	UNKNOWN	local_default
FN3KRP	unknown	UNKNOWN	local_default
FNBP1	unknown	UNKNOWN	local_default
FNBP1L	unknown	UNKNOWN	local_default
FNBP4	unknown	UNKNOWN	local_default
FNDC1	unknown	UNKNOWN	local_default
FNDC10	unknown	UNKNOWN	local_default
FNDC11	unknown	UNKNOWN	local_default
FNDC3A	unknown	UNKNOWN	local_default
FNDC3B	unknown	UNKNOWN	local_default
FNDC4	unknown	UNKNOWN	local_default
FNDC5	unknown	UNKNOWN	local_default
FNDC7	unknown	UNKNOWN	local_default
FNDC8	unknown	UNKNOWN	local_default
FNDC9	unknown	UNKNOWN	local_default
FNIP1	unknown	UNKNOWN	local_default
FNIP2	unknown	UNKNOWN	local_default
FNTA	unknown	UNKNOWN	local_default
FNTB	unknown	UNKNOWN	local_default
FOCAD	unknown	UNKNOWN	local_default
FOLH1	unknown	UNKNOWN	local_default
FOLR1	unknown	UNKNOWN	local_default
FOLR2	unknown	UNKNOWN	local_default
FOLR3	unknown	UNKNOWN	local_default
FOPNL	unknown	UNKNOWN	local_default
FOS	unknown	UNKNOWN	local_default
FOSB	unknown	UNKNOWN	local_default
FOSL1	unknown	UNKNOWN	local_default
FOSL2	unknown	UNKNOWN	local_default
FOSL2-AS1	unknown	UNKNOWN	local_default
FOXA1	unknown	UNKNOWN	local_default
FOXA2	unknown	UNKNOWN	local_default
FOXA3	unknown	UNKNOWN	local_default
FOXB1	unknown	UNKNOWN	local_default
FOXB2	unknown	UNKNOWN	local_default
FOXC1	unknown	UNKNOWN	local_default
FOXC2	unknown	UNKNOWN	local_default
FOXD1	unknown	UNKNOWN	local_default
FOXD2	unknown	UNKNOWN	local_default
FOXD2-AS1	unknown	UNKNOWN	local_default
FOXD3	unknown	UNKNOWN	local_default
FOXD4	unknown	UNKNOWN	local_default
FOXD4L1	unknown	UNKNOWN	local_default
FOXD4L4	unknown	UNKNOWN	local_default
FOXE1	unknown	UNKNOWN	local_default
FOXE3	unknown	UNKNOWN	local_default
FOXF1	unknown	UNKNOWN	local_default
FOXF2	unknown	UNKNOWN	local_default
FOXG1	unknown	UNKNOWN	local_default
FOXH1	unknown	UNKNOWN	local_default
FOXI1	unknown	UNKNOWN	local_default
FOXI2	unknown	UNKNOWN	local_default
FOXJ1	unknown	UNKNOWN	local_default
FOXJ2	unknown	UNKNOWN	local_default
FOXJ3	unknown	UNKNOWN	local_default
FOXK1	unknown	UNKNOWN	local_default
FOXK2	unknown	UNKNOWN	local_default
FOXL1	unknown	UNKNOWN	local_default
FOXL2	unknown	UNKNOWN	local_default
FOXM1	unknown	UNKNOWN	local_default
FOXN1	unknown	UNKNOWN	local_default
FOXN2	unknown	UNKNOWN	local_default
FOXN3	unknown	UNKNOWN	local_default
FOXN3-AS1	unknown	UNKNOWN	local_default
FOXN3-AS2	unknown	UNKNOWN	local_default
FOXN4	unknown	UNKNOWN	local_default
FOXO1	unknown	UNKNOWN	local_default
FOXO3	unknown	UNKNOWN	local_default
FOXO3B	unknown	UNKNOWN	local_default
FOXO4	unknown	UNKNOWN	local_default
FOXO6	unknown	UNKNOWN	local_default
FOXP1	unknown	UNKNOWN	local_default
FOXP2	unknown	UNKNOWN	local_default
FOXP3	unknown	UNKNOWN	local_default
FOXP4	unknown	UNKNOWN	local_default
FOXQ1	unknown	UNKNOWN	local_default
FOXR1	unknown	UNKNOWN	local_default
FOXR2	unknown	UNKNOWN	local_default
FOXRED1	unknown	UNKNOWN	local_default
FOXRED2	unknown	UNKNOWN	local_default
FOXS1	unknown	UNKNOWN	local_default
FP248	unknown	UNKNOWN	local_default
FPGS	unknown	UNKNOWN	local_default
FPGT	unknown	UNKNOWN	local_default
FPR1	unknown	UNKNOWN	local_default
FPR2	unknown	UNKNOWN	local_default
FPR3	unknown	UNKNOWN	local_default
FRA10AC1	unknown	UNKNOWN	local_default
FRAS1	unknown	UNKNOWN	local_default
FRAT1	unknown	UNKNOWN	local_default
FRAT2	unknown	UNKNOWN	local_default
FREM1	unknown	UNKNOWN	local_default
FREM2	unknown	UNKNOWN	local_default
FREM3	unknown	UNKNOWN	local_default
FREY1	unknown	UNKNOWN	local_default
FRG1	unknown	UNKNOWN	local_default
FRG1BP	unknown	UNKNOWN	local_default
FRG1HP	unknown	UNKNOWN	local_default
FRG2C	unknown	UNKNOWN	local_default
FRK	unknown	UNKNOWN	local_default
FRMD1	unknown	UNKNOWN	local_default
FRMD3	unknown	UNKNOWN	local_default
FRMD3-AS1	unknown	UNKNOWN	local_default
FRMD4A	unknown	UNKNOWN	local_default
FRMD4B	unknown	UNKNOWN	local_default
FRMD5	unknown	UNKNOWN	local_default
FRMD6	unknown	UNKNOWN	local_default
FRMD6-AS2	unknown	UNKNOWN	local_default
FRMD7	unknown	UNKNOWN	local_default
FRMD8	unknown	UNKNOWN	local_default
FRMD8P1	unknown	UNKNOWN	local_default
FRMPD1	unknown	UNKNOWN	local_default
FRMPD2	unknown	UNKNOWN	local_default
FRMPD3	unknown	UNKNOWN	local_default
FRMPD4	unknown	UNKNOWN	local_default
FRRS1	unknown	UNKNOWN	local_default
FRRS1L	unknown	UNKNOWN	local_default
FRS2	unknown	UNKNOWN	local_default
FRS3	unknown	UNKNOWN	local_default
FRY	unknown	UNKNOWN	local_default
FRYL	unknown	UNKNOWN	local_default
FRZB	unknown	UNKNOWN	local_default
FSAF1	unknown	UNKNOWN	local_default
FSBP	unknown	UNKNOWN	local_default
FSCB	unknown	UNKNOWN	local_default
FSCN1	unknown	UNKNOWN	local_default
FSCN2	unknown	UNKNOWN	local_default
FSCN3	unknown	UNKNOWN	local_default
FSD1	unknown	UNKNOWN	local_default
FSD1L	unknown	UNKNOWN	local_default
FSD2	unknown	UNKNOWN	local_default
FSHB	unknown	UNKNOWN	local_default
FSHR	unknown	UNKNOWN	local_default
FSIP1	unknown	UNKNOWN	local_default
FSIP2	unknown	UNKNOWN	local_default
FSIP2-AS1	unknown	UNKNOWN	local_default
FST	unknown	UNKNOWN	local_default
FSTL1	unknown	UNKNOWN	local_default
FSTL3	unknown	UNKNOWN	local_default
FSTL4	unknown	UNKNOWN	local_default
FSTL5	unknown	UNKNOWN	local_default
FTCD	unknown	UNKNOWN	local_default
FTCDNL1	unknown	UNKNOWN	local_default
FTH1	unknown	UNKNOWN	local_default
FTH1P10	unknown	UNKNOWN	local_default
FTH1P18	unknown	UNKNOWN	local_default
FTH1P2	unknown	UNKNOWN	local_default
FTH1P3	unknown	UNKNOWN	local_default
FTH1P5	unknown	UNKNOWN	local_default
FTHL17	unknown	UNKNOWN	local_default
FTL	unknown	UNKNOWN	local_default
FTLP12	unknown	UNKNOWN	local_default
FTMT	unknown	UNKNOWN	local_default
FTO	unknown	UNKNOWN	local_default
FTSJ1	unknown	UNKNOWN	local_default
FTSJ3	unknown	UNKNOWN	local_default
FTX	unknown	UNKNOWN	local_default
FUBP1	unknown	UNKNOWN	local_default
FUBP3	unknown	UNKNOWN	local_default
FUCA1	unknown	UNKNOWN	local_default
FUCA2	unknown	UNKNOWN	local_default
FUK	unknown	UNKNOWN	local_default
FUNDC1	unknown	UNKNOWN	local_default
FUNDC2	unknown	UNKNOWN	local_default
FUNDC2P2	unknown	UNKNOWN	local_default
FUOM	unknown	UNKNOWN	local_default
FURIN	unknown	UNKNOWN	local_default
FUS	unknown	UNKNOWN	local_default
FUT1	unknown	UNKNOWN	local_default
FUT10	unknown	UNKNOWN	local_default
FUT11	unknown	UNKNOWN	local_default
FUT2	unknown	UNKNOWN	local_default
FUT3	unknown	UNKNOWN	local_default
FUT4	unknown	UNKNOWN	local_default
FUT5	unknown	UNKNOWN	local_default
FUT6	unknown	UNKNOWN	local_default
FUT7	unknown	UNKNOWN	local_default
FUT8	unknown	UNKNOWN	local_default
FUT9	unknown	UNKNOWN	local_default
FUZ	unknown	UNKNOWN	local_default
FXN	unknown	UNKNOWN	local_default
FXR1	unknown	UNKNOWN	local_default
FXR2	unknown	UNKNOWN	local_default
FXYD1	unknown	UNKNOWN	local_default
FXYD2	unknown	UNKNOWN	local_default
FXYD3	unknown	UNKNOWN	local_default
FXYD4	unknown	UNKNOWN	local_default
FXYD5	unknown	UNKNOWN	local_default
FXYD6	unknown	UNKNOWN	local_default
FXYD7	unknown	UNKNOWN	local_default
FYB	unknown	UNKNOWN	local_default
FYB1	unknown	UNKNOWN	local_default
FYCO1	unknown	UNKNOWN	local_default
FYN	unknown	UNKNOWN	local_default
FYTTD1	unknown	UNKNOWN	local_default
FZD1	unknown	UNKNOWN	local_default
FZD10	unknown	UNKNOWN	local_default
FZD2	unknown	UNKNOWN	local_default
FZD3	unknown	UNKNOWN	local_default
FZD4	unknown	UNKNOWN	local_default
FZD4-DT	unknown	UNKNOWN	local_default
FZD5	unknown	UNKNOWN	local_default
FZD6	unknown	UNKNOWN	local_default
FZD7	unknown	UNKNOWN	local_default
FZD8	unknown	UNKNOWN	local_default
FZD9	unknown	UNKNOWN	local_default
FZR1	unknown	UNKNOWN	local_default
G0S2	unknown	UNKNOWN	local_default
G2E3	unknown	UNKNOWN	local_default
G3BP1	unknown	UNKNOWN	local_default
G3BP1P1	unknown	UNKNOWN	local_default
G3BP2	unknown	UNKNOWN	local_default
G6PC	unknown	UNKNOWN	local_default
G6PC1	unknown	UNKNOWN	local_default
G6PC2	unknown	UNKNOWN	local_default
G6PC3	unknown	UNKNOWN	local_default
G6PD	unknown	UNKNOWN	local_default
GAA	unknown	UNKNOWN	local_default
GAB1	unknown	UNKNOWN	local_default
GAB2	unknown	UNKNOWN	local_default
GAB3	unknown	UNKNOWN	local_default
GAB4	unknown	UNKNOWN	local_default
GABARAP	unknown	UNKNOWN	local_default
GABARAPL1	unknown	UNKNOWN	local_default
GABARAPL2	unknown	UNKNOWN	local_default
GABARAPL3	unknown	UNKNOWN	local_default
GABBR1	unknown	UNKNOWN	local_default
GABBR2	unknown	UNKNOWN	local_default
GABPA	unknown	UNKNOWN	local_default
GABPB1	unknown	UNKNOWN	local_default
GABPB1-IT1	unknown	UNKNOWN	local_default
GABPB2	unknown	UNKNOWN	local_default
GABRA1	unknown	UNKNOWN	local_default
GABRA2	unknown	UNKNOWN	local_default
GABRA3	unknown	UNKNOWN	local_default
GABRA4	unknown	UNKNOWN	local_default
GABRA5	unknown	UNKNOWN	local_default
GABRA6	unknown	UNKNOWN	local_default
GABRB1	unknown	UNKNOWN	local_default
GABRB2	unknown	UNKNOWN	local_default
GABRB3	unknown	UNKNOWN	local_default
GABRD	unknown	UNKNOWN	local_default
GABRE	unknown	UNKNOWN	local_default
GABRG1	unknown	UNKNOWN	local_default
GABRG2	unknown	UNKNOWN	local_default
GABRG3	unknown	UNKNOWN	local_default
